Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[TC]-Visual Controls of Training Boxes and Go to Training Button Control,TOB-57,10081,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:31 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,"Eğitim içeriklerinin yan yana en fazla dört tanesi olacak şekilde düzenlendiği, kullanıcının herhangi bir eğitim kutusunun üzerine geldiğinde mor bir çerçeve gösterildiği ve ""Eğitime Git"" butonunun üzerine gelindiğinde buton renginin mor, yazı renginin beyaz olduğu kontrol edilmelidir",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71ed245c,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzz,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_756915560_*|*_3_*:*_1_*:*_18158577_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]-Checking the Training Boxes Under My Training Heading,TOB-56,10080,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:26 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"""Eğitimlerim"" başlığı altında kullanıcının almış olduğu eğitimlerin gösterildiği, her eğitimin birer kutu içinde yer aldığı ve bu kutularda eğitime ait bir fotoğraf ile eğitimin ne olduğuna dair başlıkların bulunduğu bir düzenin sağlanıp sağlanmadığını kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6acd6acd,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bd:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_816787572_*|*_3_*:*_1_*:*_13189587_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]- 2 Mistakes Made in Registration Fields,TOB-55,10079,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:24 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Kullanıcı devam et butonuna tıkladığında kayıt ol ekranına girilen bilgilerde 2 hatalı kısım

bulunuyorsa pop-up şeklinde ""2 errors occurred"" uyarısı almalıdır",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f789533,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b9:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_816921375_*|*_3_*:*_1_*:*_13177318_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]- Information Panel under the My Applications Title,TOB-54,10078,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:20 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"""Başvurularım"" başlığı altında kullanıcının başvuru durumunu gösteren ""İstanbul Kodluyor Bilgilendirme"" başlıklı bir bilgilendirme panosu (kutucuk) olup olmadığını kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10d6b3aa,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bh:9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_787961284_*|*_3_*:*_1_*:*_42378037_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Password Incompatibility Warning,TOB-53,10077,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:20 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Kullanıcı devam et butonuna tıkladığında eğer şifre ve tekrar şifresini aynı girmediyse pop-up

şeklinde ""Şifreler eşleşmedi"" uyarısı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@881aa28,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bb:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_817179919_*|*_3_*:*_1_*:*_13186354_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Password Field Character Length,TOB-52,10076,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:13 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0," Kullanıcı devam et butonuna tıkladığında eğer şifresini 6 karakterden az girdiyse pop-up

şeklinde ""Şifreniz en az 6 karakterden oluşmalıdır."" uyarısı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@91b32f7,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bh:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_788371185_*|*_3_*:*_1_*:*_42381077_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]- Headings Clickability and Selected Status,TOB-51,10075,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:11 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Her başlığa tıklandığında, seçili olduğunu gösteren bir çizginin başlığın altında belirtilip belirtilmediğini kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5211efea,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bh:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_788490274_*|*_3_*:*_1_*:*_42380778_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
"[TC]-Creating the Menu Titled My Applications, My Trainings, My Announcements and News, My Surveys",TOB-50,10074,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:09 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Başvurularım, Eğitimlerim, Duyuru ve Haberlerim, Anketlerim başlıklarıyla dört seçenekli bir menünün sayfa üzerinde yan yana olacak şekilde doğru bir şekilde oluşturulup oluşturulmadığını kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@777f5de1,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bl:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_788641678_*|*_3_*:*_1_*:*_42395525_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Membership Process with Registered Email,TOB-49,10073,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:06 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Kullanıcı devam et butonuna tıkladığında eğer sistemde kayıtlı bir e-posta girdiyse pop-up

şeklinde ""Girdiğiniz e posta adresi ile kayıtlı üyelik bulunmaktadır."" uyarısı alındığı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a0b0314,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bk:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_788796167_*|*_3_*:*_1_*:*_42391989_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Correct Placement of Texts Under the Logo,TOB-48,10072,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:06 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0," Sayfanın birinci bölümünün altında bulunan İstanbul Kodluyor logosunun altında ""Ücretsiz eğitimlerle geleceğin mesleklerinde sen de yerini al."" ve ""Aradığın 'İş' Burada!"" metinlerinin doğru bir şekilde belirtilip belirtilmediğini kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7bfff0ba,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bc:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_818009078_*|*_3_*:*_1_*:*_13179957_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Specifying the Istanbul Codes Logo to Center the Page,TOB-47,10071,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:02 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,Sayfanın birinci bölümünün üstünde İstanbul Kodluyor logosunun sayfayı ortalayacak şekilde doğru bir şekilde belirtilip belirtilmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@18a20794,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bj:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_789026254_*|*_3_*:*_1_*:*_42392806_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Successful Registration,TOB-46,10070,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:02 PM,16/Feb/24 11:51 AM,05/Mar/24 6:02 PM,16/Feb/24 11:51 AM,,0,"Kullanıcı tüm onay kutucuklarını işaretlediğinde tıklanabilir hale gelen “✓ devam et” butonu

olmalıdır. Butona tıkladığında eğer doldurulması gerekli alanları eksiksiz bir şekilde doldurduysa

kaydının başarılı olduğunu gösteren bir ekrana yönlendirilmesi kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2e1caa4a,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:12,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_260597257_*|*_3_*:*_1_*:*_51931384_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:51 AM
[TC]-User Welcome Message,TOB-45,10069,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 8:56 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Kullanıcının ana sayfada kendisini karşılayan ""Tobeto'ya hoş geldin. Yeni nesil öğrenme deneyimi ile Tobeto kariyer yolculuğunda senin yanında!"" yazısı ile karşılaşıp karşılaşmadığını kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c0d0f3e,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bi:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_789384610_*|*_3_*:*_1_*:*_42384467_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Phone Number Field Check,TOB-44,10068,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:51 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,Kullanıcı eksik veya fazla karakterde telefon numarası girdikten sonra devam et butonuna tıkladığında gelen uyarılardan sonra telefon numarasını düzeltmek istediğinde telefon numarası alanının altında “Doldurulması zorunlu alan” uyarısı çıktığı kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28f34025,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bf:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_789689115_*|*_3_*:*_1_*:*_42384466_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Phone Number Field Character Length 2,TOB-43,10067,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:48 PM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0," Kullanıcı arama izni verip telefon alanına 10 karakterden fazla bir sayı girildiğinde

telefon numarası alanının altına “En fazla 10 karakter girmelisiniz.” uyarısı  çıktığı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20657c08,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b7:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_789895053_*|*_3_*:*_1_*:*_42367446_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]-Adding a Page Header,TOB-42,10066,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 8:44 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0, [https://asiyankosun.atlassian.net/browse/TOBETO-16|https://asiyankosun.atlassian.net/browse/TOBETO-16|smart-link]  referans numarasına dayanarak verilen gezinme çubuğunun sayfanın başına üst başlık olarak doğru bir şekilde eklenip eklenmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b60ccb4,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:d,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_261624143_*|*_3_*:*_1_*:*_81791604_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]-Phone Number Field Character Length,TOB-41,10065,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:41 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"Kullanıcı arama izni verip telefon alanını doldurmadan devam et butonuna tıkladığında

telefon numarası alanının altına “En az 10 karakter girmelisiniz.” uyarısı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fd04a19,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:j,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_261792548_*|*_3_*:*_1_*:*_81796037_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]- Registration Process,TOB-40,10064,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:30 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"Kayıt ol butonuna tıkladıktan sonra kayıt oluşturmak için sözleşmeler başlıklı bir pop-up

açıldığı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d90c5ae,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:4,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_262450212_*|*_3_*:*_1_*:*_81790412_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]-Email Field Data Addition and Deletion Control,TOB-39,10063,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:26 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"Kullanıcı e-posta alanına veri doldurup sildiğinde kutucuğun alt kısmında kırmızı renkte

""Doldurulması zorunlu alan*"" uyarısı görüntülendiği kontrol edilir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7545aa3a,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:k,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_262701606_*|*_3_*:*_1_*:*_81795962_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]-Email Area Control,TOB-38,10062,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:21 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"Kullanıcı E-posta adresi alanını doldurulmaya başlandığında geçerli bir e-posta adresi yazana
kadar kutucuğun altında kırmızı renkte “Geçersiz e-posta adresi*” uyarısı görüntülendiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3df05406,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:ii,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_263014189_*|*_3_*:*_1_*:*_81791524_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TS]-Registering to the System,TOB-37,10061,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 8:18 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,Kullanıcının siteye kayıt olması kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4fa839e9,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:m,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_263193437_*|*_3_*:*_1_*:*_81797955_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]-Negative Login Control,TOB-36,10060,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 7:53 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0,"Kullanıcı bilgilerini hatalı girdiyse bir sonraki sayfaya geçiş sağlanmamalıdır. Pop up şeklinde ""Geçersiz e-posta veya şifre"" uyarısı verildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@864ab8f,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:01,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_264759733_*|*_3_*:*_1_*:*_51890113_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
