Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[TC]-Positive Login Control,TOB-35,10059,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 7:45 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"Kullanıcı ""Giriş Yap"" butonuna tıklayarak bilgileri doğru ise bir sonraki sayfaya geçebilmelidir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5028d4c3,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:r,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_265136749_*|*_3_*:*_1_*:*_81797905_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[TC]-Email and Password Field Control,TOB-34,10058,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 7:38 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0," E-posta ve şifre alanlarıı doldurulması zorunlu alanlardır. Boş bırakılıp giriş̧ yap butonuna 
tıklandığı durumda kırmızı renkte ""Doldurulması zorunlu alan"" uyarısı verildiği kontrol
edilecektir.
",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fc7faa4,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:02,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_265656992_*|*_3_*:*_1_*:*_51893225_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
[TS]-System Login Panel,TOB-33,10057,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 7:34 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,Sisteme giriş panelindeki E-posta ve Şifre alanları ile Giriş yap butonu kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61aee1c4,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_265807015_*|*_3_*:*_1_*:*_81798581_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
"[TC]“Are You Sure You Want to Delete the Selected Training? ""This Action Cannot Be Undone"" warning and the process of deleting education information",TOB-32,10056,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 6:02 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0,"When the user attempts to delete a successfully added education, they will receive the warning message ""Are you sure you want to delete the selected education? This action cannot be undone,"" and the process of deleting the added education information will be tested.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c3b06ad,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:06,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_271392670_*|*_3_*:*_1_*:*_51902258_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
[TC]“Educational Information Added” warning,TOB-31,10055,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 6:01 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"It will be tested that the user will receive an ""education information added"" warning when he/she fills in the ""Educational Status"", ""University"", ""Department"", ""Start Year"", ""Graduation Year"" fields as desired and presses the save button.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a235d25,,,,,,,,,,,,,,,,,,,,,,,,,0|i00038:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_271383132_*|*_3_*:*_1_*:*_81798364_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
"[TC]Appearance and Warnings on ""Graduation Year""",TOB-30,10054,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 6:01 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0,"The text ""Select Your Graduation Year"" is visible by default in the fillable box under the Graduation Year heading, the requirement to select the starting year section before the graduation year can be filled in, the user can select the graduation date when clicking on this field, and when a checkbox containing the text ""Continuing"" is ticked under the Graduation Year field, "" The ""Graduation Year"" field will be tested if it becomes unclickable.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a619e1f,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:04,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_271463679_*|*_3_*:*_1_*:*_51898476_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
"[TC]Appearance and Warnings Under ""Starting Year""",TOB-29,10053,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 6:00 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"The visibility of the text ""Select your starting year"" by default in the fillable box under the ""Starting Year"" heading and the ability of the user to select the date will be tested.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6332750d,,,,,,,,,,,,,,,,,,,,,,,,,0|i00039:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_271458739_*|*_3_*:*_1_*:*_81800658_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
"[TC]Appearance and Alerts in ""Department"" Heading",TOB-28,10052,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 5:51 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0,Visibility of the text “Software” by default in the fillable box under the section title; Receiving warning messages “You must enter at least 2 characters” and “You can enter a maximum of 50 characters” will be tested.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32aa9681,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:09,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_272050561_*|*_3_*:*_1_*:*_51915726_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
"[TC]Appearance and Warnings in the ""University"" Title",TOB-27,10051,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 5:43 PM,16/Feb/24 7:42 PM,05/Mar/24 6:02 PM,16/Feb/24 7:42 PM,,0,Visibility of the text “Campus 365” by default in the fillable box under the university title; Receiving warning messages “You must enter at least 2 characters” and “You can enter a maximum of 50 characters” will be tested.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@752f6e14,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:zz,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_272489425_*|*_3_*:*_1_*:*_80291175_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 7:42 PM
"[BUG]Since there is no ""Sector"" heading, the ""required field"" warning cannot be displayed under this heading.",TOB-26,10050,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 5:41 PM,05/Mar/24 2:59 PM,05/Mar/24 3:02 PM,16/Feb/24 11:50 AM,,0,"The expected result does not occur when following the ""Appearance and Warnings under the Select City Title"" test case steps. Expected result: ""Click the ""save"" button without making a selection. Expected Result: The save operation should not occur. Provincial Election should be mandatory. It should warn ""This is a mandatory field"".",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7cedfa6b,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:0r,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_272619459_*|*_3_*:*_1_*:*_51921673_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
[TC]“Required Field” Warning,TOB-25,10049,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 5:34 PM,16/Feb/24 8:08 PM,05/Mar/24 6:02 PM,16/Feb/24 8:08 PM,,0,"If the user enters one of the ""Educational Status"", ""University"", ""Sector"", ""Department"", ""Start Year"", ""Graduation Year"" fields incompletely, it will be tested to receive the ""Required Field"" warning message.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c8762e6,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_272979954_*|*_3_*:*_1_*:*_81802362_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 8:08 PM
[BUG]Sector Title Not Listed.,TOB-24,10048,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 5:33 PM,05/Mar/24 3:02 PM,05/Mar/24 2:59 PM,16/Feb/24 11:50 AM,,0,"When the test case steps ""Listing the Fields in the ""My Education Life"" Section are followed, the expected result does not occur. expected result: ""There should be a field where the user can enter education information. This field should include ""Educational Status"", ""University"", ""Sector"", ""Department"", ""Starting Year"", ""Graduation Year"".",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a7fe369,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:0i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_273103044_*|*_3_*:*_1_*:*_51921070_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
[TC]-Blog Area,TOB-23,10047,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 4:58 PM,16/Feb/24 7:43 PM,05/Mar/24 6:02 PM,16/Feb/24 7:43 PM,,0,"Eğitim Yolculukları  başlığı altında “Web API Nedir? Programlama Yazılımının Arayüzü Nasıl Çalışır? ” , ”Yapay Zeka Chatbot:İşte Geleceğin İletişim Aracı!” , “Yazılım Test Otomasyonu: İş Akışınızı Daha Verimli Hale Getirin!” ,”Node.js Nedir? Ve Nasıl Kullanılır? İşte Sana Basit ve Etkili Kılavuz”, ”Robotlar ve Yapay Zeka İçin Hangi yazılım Dili Kullanılır?” başlıklarının yer aldığı, bu alanların  tıklanabilir olduğu, kullanıcının bu alanlara tıkladığında ilgili sayfalara yönlendirildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@64ae6ffc,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:zv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_275175101_*|*_3_*:*_1_*:*_80308039_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 7:43 PM
[TC]-Educational Journeys Area,TOB-22,10046,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 4:43 PM,16/Feb/24 11:55 AM,05/Mar/24 6:02 PM,16/Feb/24 11:55 AM,,0,"Eğitim Yolculukları  başlığı altında “Front End” ,”Full Stack” , “Web&Mobile” ,”Veri Bilimi”, ”Siber Güvenlik”, “UI\UX” başlıklarının yer aldığı, bu alanların  tıklanabilir olduğu, kullanıcının bu alanlara tıkladığında ilgili sayfalara yönlendirildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7703ffa0,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:zr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_276056668_*|*_3_*:*_1_*:*_52238720_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:55 AM
"[TC]Listing of Fields in the ""My Education Life"" Section",TOB-21,10045,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 4:35 PM,16/Feb/24 7:42 PM,05/Mar/24 6:02 PM,16/Feb/24 7:42 PM,,0,This case aims to test the user's access to the URL [https://tobeto.com/profilim/profilimi-duzenle/egitim-hayatim|https://tobeto.com/profilim/profilimi-duzenle/egitim-hayatim|smart-link]  when he clicks on the My Education Life section in his profile information and the listing of the fields in this section.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40a423f4,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:zx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_276529287_*|*_3_*:*_1_*:*_80299976_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 7:42 PM
"[TC]Appearance and Warnings Under the ""Section"" Title",TOB-20,10044,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 4:26 PM,16/Feb/24 11:51 AM,05/Mar/24 6:02 PM,16/Feb/24 11:51 AM,,0,Visibility of the text “Software” by default in the fillable box under the sector title; Receiving warning messages “You must enter at least 5 characters” and “You can enter a maximum of 50 characters” will be tested.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55d5f422,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:6,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_277138140_*|*_3_*:*_1_*:*_51959295_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:51 AM
[TC]-Resources Area,TOB-19,10043,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 4:25 PM,16/Feb/24 11:51 AM,05/Mar/24 6:02 PM,16/Feb/24 11:51 AM,,0," Kaynaklar başlığı altında “Üyelik Sözleşmesi ve Kullanım Koşulları” ,”KVKK Aydınlatma Metni” , “İlgili Kişi Başvuru Formu” ,”Çerez Politikası ”, ”Cayma Formu”, başlıklarınn yer aldığı, bu alanların  tıklanabilir olduğu, kullanıcının bu alanlara tıkladığında ilgili sayfalara yönlendirildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e842e14,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:14,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_277215304_*|*_3_*:*_1_*:*_51934834_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:51 AM
[TS]User Profile/Education My Life Section,TOB-18,10042,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 4:22 PM,16/Feb/24 11:50 AM,05/Mar/24 6:02 PM,16/Feb/24 11:50 AM,,0,"This scenario aims to test the functionality of the ""My Education Life"" section in the user's profile information after the user has successfully logged in to the Tobeto platform.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61b80a3e,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:11,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_277395286_*|*_3_*:*_1_*:*_51927498_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:50 AM
[TC]-Sitemap Area,TOB-17,10041,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 3:39 PM,16/Feb/24 11:55 AM,05/Mar/24 6:02 PM,16/Feb/24 11:55 AM,,0,"Site haritası başlığı altında “Hakkımızda”,” Bireyler İçin”, “Kurumlar İçin”,” Kurumsal Kimlik”, ”S.S.S”, ”İletişim” başlıkların yer aldığı, bu alanlarının  tıklanabilir olduğu, kullanıcının bu alanlara tıkladığında ilgili sayfalara yönlendirildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@494c16d8,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:zi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_279874217_*|*_3_*:*_1_*:*_52238174_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:55 AM
[TS]-Tobeto Login Page,TOB-16,10040,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 3:37 PM,16/Feb/24 11:51 AM,05/Mar/24 6:02 PM,16/Feb/24 11:51 AM,,0,Tobeto giriş sayfasının alt bölümünde bulunan başlıklara tıklanarak ilgili içeriklere ulaşılabildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@448110b1,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:19,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_280089300_*|*_3_*:*_1_*:*_51937678_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:51 AM
"[BUG]About ""job start"" and ""job end"" dates",TOB-15,10039,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 1:01 AM,16/Feb/24 11:51 AM,22/Feb/24 5:50 PM,16/Feb/24 11:51 AM,,0,"The requirement states that ""business completion"" select years should only be 2023-2024. ""Work end"" dates also vary depending on the ""work start"" date. Accordingly, it covers the period between 1974 and 2024.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7bca62bb,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:1i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_332610657_*|*_3_*:*_1_*:*_51946187_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:51 AM
[TC]Job Description,TOB-14,10038,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,11/Feb/24 6:16 PM,16/Feb/24 11:55 AM,05/Mar/24 6:02 PM,16/Feb/24 11:55 AM,,0,"For the section titled “Job Description,” “You can enter a maximum of 300 characters.” The warning message will be tested.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a826e06,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:z,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_356882271_*|*_3_*:*_1_*:*_52239968_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:55 AM
[TC]End-of-Job,TOB-13,10037,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,11/Feb/24 6:14 PM,16/Feb/24 11:55 AM,05/Mar/24 6:02 PM,16/Feb/24 11:55 AM,,0,"The visibility and functionality of the text ""gg.aa.yyyy"" by default in the selectable box under the Job End heading will be tested.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73d14958,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003c:y,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_357012507_*|*_3_*:*_1_*:*_52237324_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:55 AM
